accession,full_id,description,length,gc_content,n_fraction,label,species,genus
PX480285,PX480285.1,"PX480285.1 Dengue virus type 1 isolate D19-2141, complete genome",10735,0.4671634839310666,0.0,ARB,Dengue virus 1,Flavivirus
PX480284,PX480284.1,"PX480284.1 Dengue virus type 1 isolate D19-2088, complete genome",10735,0.4674429436422915,0.0,ARB,Dengue virus 1,Flavivirus
PX480283,PX480283.1,"PX480283.1 Dengue virus type 1 isolate D19-2056, complete genome",10735,0.4671634839310666,0.0,ARB,Dengue virus 1,Flavivirus
PX480282,PX480282.1,"PX480282.1 Dengue virus type 1 isolate D19-2051, complete genome",10735,0.4664182580344667,0.0,ARB,Dengue virus 1,Flavivirus
PX480281,PX480281.1,"PX480281.1 Dengue virus type 1 isolate D19-1995, complete genome",10735,0.4685607824871914,0.0,ARB,Dengue virus 1,Flavivirus
PX480280,PX480280.1,"PX480280.1 Dengue virus type 1 isolate D19-1946, complete genome",10735,0.4674429436422915,0.0,ARB,Dengue virus 1,Flavivirus
PX480279,PX480279.1,"PX480279.1 Dengue virus type 1 isolate D19-1894, complete genome",10735,0.4680018630647415,0.0,ARB,Dengue virus 1,Flavivirus
PX480278,PX480278.1,"PX480278.1 Dengue virus type 1 isolate D19-1893, complete genome",10735,0.4680018630647415,0.0,ARB,Dengue virus 1,Flavivirus
PX480277,PX480277.1,"PX480277.1 Dengue virus type 1 isolate D19-1865, complete genome",10735,0.4674429436422915,0.0,ARB,Dengue virus 1,Flavivirus
PX480276,PX480276.1,"PX480276.1 Dengue virus type 1 isolate D19-1581, complete genome",10735,0.4673497904052165,0.0,ARB,Dengue virus 1,Flavivirus
PX480275,PX480275.1,"PX480275.1 Dengue virus type 1 isolate D19-1320, complete genome",10735,0.4674429436422915,0.0,ARB,Dengue virus 1,Flavivirus
PX480274,PX480274.1,"PX480274.1 Dengue virus type 1 isolate D19-1288, complete genome",10735,0.4678155565905915,0.0,ARB,Dengue virus 1,Flavivirus
PX480273,PX480273.1,"PX480273.1 Dengue virus type 1 isolate D19-1283, complete genome",10735,0.4677224033535165,0.0,ARB,Dengue virus 1,Flavivirus
PX480272,PX480272.1,"PX480272.1 Dengue virus type 1 isolate D19-1191, complete genome",10735,0.4659524918490917,0.0,ARB,Dengue virus 1,Flavivirus
PX480271,PX480271.1,"PX480271.1 Dengue virus type 1 isolate D19-1187, complete genome",10735,0.4677224033535165,0.0,ARB,Dengue virus 1,Flavivirus
PX480270,PX480270.1,"PX480270.1 Dengue virus type 1 isolate D18-3207, complete genome",10735,0.4687470889613414,0.0,ARB,Dengue virus 1,Flavivirus
PX480269,PX480269.1,"PX480269.1 Dengue virus type 1 isolate D18-3093, complete genome",10735,0.4679087098276665,0.0,ARB,Dengue virus 1,Flavivirus
PX480268,PX480268.1,"PX480268.1 Dengue virus type 1 isolate D18-2935, complete genome",10735,0.4676292501164415,0.0,ARB,Dengue virus 1,Flavivirus
PX480267,PX480267.1,"PX480267.1 Dengue virus type 1 isolate D18-2893, complete genome",10735,0.4672566371681416,0.0,ARB,Dengue virus 1,Flavivirus
PX480266,PX480266.1,"PX480266.1 Dengue virus type 1 isolate D18-2811, complete genome",10735,0.4672566371681416,0.0,ARB,Dengue virus 1,Flavivirus
PX480265,PX480265.1,"PX480265.1 Dengue virus type 1 isolate D18-2277, complete genome",10735,0.4679087098276665,0.0,ARB,Dengue virus 1,Flavivirus
PX480264,PX480264.1,"PX480264.1 Dengue virus type 1 isolate D18-2238, complete genome",10735,0.4673497904052165,0.0,ARB,Dengue virus 1,Flavivirus
PX480263,PX480263.1,"PX480263.1 Dengue virus type 1 isolate D18-2054, complete genome",10735,0.4671634839310666,0.0,ARB,Dengue virus 1,Flavivirus
PX480262,PX480262.1,"PX480262.1 Dengue virus type 1 isolate D18-2011, complete genome",10735,0.4671634839310666,0.0,ARB,Dengue virus 1,Flavivirus
PX480261,PX480261.1,"PX480261.1 Dengue virus type 1 isolate D18-2000, complete genome",10735,0.4677224033535165,0.0,ARB,Dengue virus 1,Flavivirus
PX480260,PX480260.1,"PX480260.1 Dengue virus type 1 isolate D18-1980, complete genome",10735,0.4679087098276665,0.0,ARB,Dengue virus 1,Flavivirus
PX480259,PX480259.1,"PX480259.1 Dengue virus type 1 isolate D18-1602, complete genome",10735,0.4661387983232417,0.0,ARB,Dengue virus 1,Flavivirus
PX480258,PX480258.1,"PX480258.1 Dengue virus type 1 isolate D18-1530, complete genome",10735,0.4675360968793665,0.0,ARB,Dengue virus 1,Flavivirus
PX480257,PX480257.1,"PX480257.1 Dengue virus type 1 isolate D18-1451, complete genome",10735,0.4666045645086166,0.0,ARB,Dengue virus 1,Flavivirus
PX480256,PX480256.1,"PX480256.1 Dengue virus type 1 isolate D18-1424, complete genome",10735,0.4675360968793665,0.0,ARB,Dengue virus 1,Flavivirus
PX480255,PX480255.1,"PX480255.1 Dengue virus type 1 isolate D18-1391, complete genome",10735,0.4677224033535165,0.0,ARB,Dengue virus 1,Flavivirus
PX480254,PX480254.1,"PX480254.1 Dengue virus type 1 isolate D18-1378, complete genome",10735,0.4666977177456917,0.0,ARB,Dengue virus 1,Flavivirus
PX480253,PX480253.1,"PX480253.1 Dengue virus type 1 isolate D18-1350, complete genome",10735,0.4672566371681416,0.0,ARB,Dengue virus 1,Flavivirus
PX480252,PX480252.1,"PX480252.1 Dengue virus type 1 isolate D18-1208, complete genome",10735,0.4688402421984164,0.0,ARB,Dengue virus 1,Flavivirus
PX480251,PX480251.1,"PX480251.1 Dengue virus type 1 isolate D18-1197, complete genome",10735,0.4686539357242664,0.0,ARB,Dengue virus 1,Flavivirus
PX480250,PX480250.1,"PX480250.1 Dengue virus type 1 isolate D18-1115, complete genome",10735,0.4677224033535165,0.0,ARB,Dengue virus 1,Flavivirus
PX480249,PX480249.1,"PX480249.1 Dengue virus type 1 isolate D18-1004, complete genome",10735,0.4678155565905915,0.0,ARB,Dengue virus 1,Flavivirus
PX480248,PX480248.1,"PX480248.1 Dengue virus type 1 isolate D18-0450, complete genome",10735,0.4682813227759664,0.0,ARB,Dengue virus 1,Flavivirus
PX480247,PX480247.1,"PX480247.1 Dengue virus type 1 isolate D18-0192, complete genome",10735,0.4677224033535165,0.0,ARB,Dengue virus 1,Flavivirus
PX480246,PX480246.1,"PX480246.1 Dengue virus type 1 isolate D17-4002, complete genome",10735,0.4671634839310666,0.0,ARB,Dengue virus 1,Flavivirus
PX480245,PX480245.1,"PX480245.1 Dengue virus type 1 isolate D17-1428, complete genome",10735,0.4677224033535165,0.0,ARB,Dengue virus 1,Flavivirus
PV629098,PV629098.1,"PV629098.1 Dengue virus type 2 isolate hDENV2/Costa_Rica/INC-829882/2024 polyprotein (POLY) gene, complete cds",10182,0.4553132979768218,0.0017678255745433,ARB,Dengue virus 2,Flavivirus
PV627881,PV627881.1,"PV627881.1 Dengue virus type 1 isolate 23CNYN10 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10693,0.4674085850556438,0.0,ARB,Dengue virus 1,Flavivirus
PV627875,PV627875.1,"PV627875.1 Dengue virus type 1 isolate 23CNYN4 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10693,0.4667539511830169,0.0,ARB,Dengue virus 1,Flavivirus
PV627874,PV627874.1,"PV627874.1 Dengue virus type 1 isolate 23CNYN3 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10693,0.4673150659309829,0.0,ARB,Dengue virus 1,Flavivirus
PV627872,PV627872.1,"PV627872.1 Dengue virus type 1 isolate 23CNYN1 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10693,0.4674085850556438,0.0,ARB,Dengue virus 1,Flavivirus
PV491509,PV491509.1,"PV491509.1 Dengue virus type 1 isolate Denv polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10658,0.4663163820604241,0.0,ARB,Dengue virus 1,Flavivirus
PX754527,PX754527.1,"PX754527.1 Dengue virus type 3 isolate hDenV3/USA/CA-LACPHL-DA00082/2025 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10551,0.468296843901052,0.0,ARB,Dengue virus 3,Flavivirus
PX726964,PX726964.1,"PX726964.1 Dengue virus type 3 isolate hDenV3/USA/CA-LACPHL-DA00064/2025 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10619,0.4668047838779546,9.417082587814296e-05,ARB,Dengue virus 3,Flavivirus
PX726962,PX726962.1,"PX726962.1 Dengue virus type 3 isolate hDenV3/USA/CA-LACPHL-DA00062/2025 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10604,0.4657676348547718,9.43040362127499e-05,ARB,Dengue virus 3,Flavivirus
PX726961,PX726961.1,"PX726961.1 Dengue virus type 3 isolate hDenV3/USA/CA-LACPHL-DA00061/2025 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10455,0.4632233381157341,0.0014347202295552,ARB,Dengue virus 3,Flavivirus
PX726960,PX726960.1,"PX726960.1 Dengue virus type 1 isolate hDenV1/USA/CA-LACPHL-DA00060/2025 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10554,0.4661739624786811,0.0,ARB,Dengue virus 1,Flavivirus
PX701201,PX701201.1,"PX701201.1 Dengue virus type 2 isolate D621 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10554,0.4577411407996968,0.0,ARB,Dengue virus 2,Flavivirus
PX701199,PX701199.1,"PX701199.1 Dengue virus type 2 isolate Q2394 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10655,0.4584702017832003,9.385265133740028e-05,ARB,Dengue virus 2,Flavivirus
PX701198,PX701198.1,"PX701198.1 Dengue virus type 2 isolate Q2276 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10631,0.4590348979399868,9.406452826639074e-05,ARB,Dengue virus 2,Flavivirus
PX701197,PX701197.1,"PX701197.1 Dengue virus type 2 isolate D445 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10458,0.4556320520175942,0.0,ARB,Dengue virus 2,Flavivirus
PX701196,PX701196.1,"PX701196.1 Dengue virus type 2 isolate D390 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10578,0.4582151635469843,0.0,ARB,Dengue virus 2,Flavivirus
PX701195,PX701195.1,"PX701195.1 Dengue virus type 2 isolate D383 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10658,0.4575905423156314,9.382623381497468e-05,ARB,Dengue virus 2,Flavivirus
PX701193,PX701193.1,"PX701193.1 Dengue virus type 2 isolate D310 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10458,0.456588257793077,0.0022948938611589,ARB,Dengue virus 2,Flavivirus
PX701192,PX701192.1,"PX701192.1 Dengue virus type 2 isolate D302 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10578,0.4583096993760635,0.0,ARB,Dengue virus 2,Flavivirus
PX701191,PX701191.1,"PX701191.1 Dengue virus type 2 isolate D211 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10458,0.4562057754828839,0.0,ARB,Dengue virus 2,Flavivirus
PX701190,PX701190.1,"PX701190.1 Dengue virus type 2 isolate D47 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10458,0.4562057754828839,0.0,ARB,Dengue virus 2,Flavivirus
PX683082,PX683082.1,"PX683082.1 Dengue virus type 1 isolate VIDRL-DN0053 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10547,0.4628804399355267,0.0,ARB,Dengue virus 1,Flavivirus
PX683072,PX683072.1,"PX683072.1 Dengue virus type 4 isolate VIDRL-DN0034 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence",10517,0.4684796044499382,0.0004754207473614,ARB,Dengue virus 4,Flavivirus
PX683070,PX683070.1,"PX683070.1 Dengue virus type 2 isolate VIDRL-DN0032 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10512,0.455955098934551,0.0,ARB,Dengue virus 2,Flavivirus
PX683063,PX683063.1,"PX683063.1 Dengue virus type 2 isolate VIDRL-DN0025 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10512,0.4563356164383562,0.0,ARB,Dengue virus 2,Flavivirus
PX683059,PX683059.1,"PX683059.1 Dengue virus type 2 isolate VIDRL-DN0020 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10512,0.4560502283105023,0.0,ARB,Dengue virus 2,Flavivirus
PX683057,PX683057.1,"PX683057.1 Dengue virus type 2 isolate VIDRL-DN0018 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10512,0.4560502283105023,0.0,ARB,Dengue virus 2,Flavivirus
PX683056,PX683056.1,"PX683056.1 Dengue virus type 2 isolate VIDRL-DN0017 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10512,0.4564307458143075,0.0,ARB,Dengue virus 2,Flavivirus
PX683051,PX683051.1,"PX683051.1 Dengue virus type 2 isolate VIDRL-DN0012 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10512,0.4563356164383562,0.0,ARB,Dengue virus 2,Flavivirus
PQ140596,PQ140596.1,"PQ140596.1 Dengue virus type 2 isolate D2_Jaen-Peru_01.2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10707,0.4559633884374708,0.0,ARB,Dengue virus 2,Flavivirus
PQ140595,PQ140595.1,"PQ140595.1 Dengue virus type 2 isolate D2_Jaen-Peru_07.2022 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10707,0.4560567852806575,0.0,ARB,Dengue virus 2,Flavivirus
PQ140594,PQ140594.1,"PQ140594.1 Dengue virus type 2 isolate D2_Jaen-Peru_03.2022 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10707,0.4560567852806575,0.0,ARB,Dengue virus 2,Flavivirus
PQ140593,PQ140593.1,"PQ140593.1 Dengue virus type 2 isolate D2_Jaen-Peru_04.2021 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10707,0.4570841505557112,0.0,ARB,Dengue virus 2,Flavivirus
PQ140592,PQ140592.1,"PQ140592.1 Dengue virus type 2 isolate D2_Jaen-Peru_04.2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10707,0.456523769496591,0.0,ARB,Dengue virus 2,Flavivirus
PQ140591,PQ140591.1,"PQ140591.1 Dengue virus type 1 isolate D1_Jaen-Peru_01.2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10721,0.4660945807294095,0.0,ARB,Dengue virus 1,Flavivirus
PQ140590,PQ140590.1,"PQ140590.1 Dengue virus type 1 isolate D1_Jaen-Peru_03.2022 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10721,0.4668407797780058,0.0,ARB,Dengue virus 1,Flavivirus
PQ140589,PQ140589.1,"PQ140589.1 Dengue virus type 1 isolate D1_Jaen-Peru_04.2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10721,0.4663744053726331,0.0,ARB,Dengue virus 1,Flavivirus
PQ140588,PQ140588.1,"PQ140588.1 Dengue virus type 1 isolate D1_Jaen-Peru_02.2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10721,0.4645089077511426,0.0,ARB,Dengue virus 1,Flavivirus
PX632458,PX632458.1,"PX632458.1 Dengue virus type 2 isolate hDenV2/USA/CA-LACPHL-DA00080/2025 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10550,0.4579146919431279,0.0,ARB,Dengue virus 2,Flavivirus
PX632457,PX632457.1,"PX632457.1 Dengue virus type 3 isolate hDenV3/USA/CA-LACPHL-DA00079/2025 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10611,0.4671567241541796,0.0,ARB,Dengue virus 3,Flavivirus
PX632456,PX632456.1,"PX632456.1 Dengue virus type 3 isolate hDenV3/USA/CA-LACPHL-DA00078/2025 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10650,0.4656338028169014,0.0,ARB,Dengue virus 3,Flavivirus
PX579134,PX579134.1,"PX579134.1 Dengue virus type 2 isolate 293965-10 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10565,0.4587789872219593,0.0,ARB,Dengue virus 2,Flavivirus
PX579133,PX579133.1,"PX579133.1 Dengue virus type 2 isolate 293965-16 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10549,0.4586216703005024,0.0,ARB,Dengue virus 2,Flavivirus
PX495250,PX495250.1,"PX495250.1 Dengue virus type 3 isolate hDenV3/USA/CA-LACPHL-DA00077/2025 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10466,0.4638830498757882,0.0008599273839098,ARB,Dengue virus 3,Flavivirus
PX495249,PX495249.1,"PX495249.1 Dengue virus type 3 isolate hDenV3/USA/CA-LACPHL-DA00076/2025 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10512,0.4652777777777778,0.0008561643835616,ARB,Dengue virus 3,Flavivirus
PX492106,PX492106.1,"PX492106.1 Dengue virus type 4 isolate Dengue virus type 4 TVP-360/ (S341750) Colombia 1982 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence",10607,0.4708211558404827,0.0,ARB,Dengue virus 4,Flavivirus
PX492105,PX492105.1,"PX492105.1 Dengue virus type 2 isolate Dengue virus type 2 S-16803 Thailand 1974, complete genome",10723,0.4597593956915042,0.0,ARB,Dengue virus 2,Flavivirus
PX492104,PX492104.1,"PX492104.1 Dengue virus type 1 isolate Dengue virus type 1 West Pac/74 Nauru 1974 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10692,0.4668911335578002,0.0,ARB,Dengue virus 1,Flavivirus
PQ394952,PQ394952.1,"PQ394952.1 Dengue virus type 4 isolate TMK-22-044 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence",10530,0.4683760683760684,0.0,ARB,Dengue virus 4,Flavivirus
PX468539,PX468539.1,"PX468539.1 Dengue virus type 2 isolate THSTI-TRC-DENV2-20, complete genome",10723,0.452858341881936,0.0,ARB,Dengue virus 2,Flavivirus
PX468538,PX468538.1,"PX468538.1 Dengue virus type 2 isolate THSTI-TRC-DENV2-19, complete genome",10723,0.4580807609810687,0.0,ARB,Dengue virus 2,Flavivirus
PX468537,PX468537.1,"PX468537.1 Dengue virus type 2 isolate THSTI-TRC-DENV2-18, complete genome",10723,0.4564021262706332,0.0,ARB,Dengue virus 2,Flavivirus
PX462099,PX462099.1,"PX462099.1 Dengue virus type 3 isolate hDenV3/USA/CA-LACPHL-DA00074/2025 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10661,0.4659037613732295,0.0,ARB,Dengue virus 3,Flavivirus
PX461652,PX461652.1,"PX461652.1 Dengue virus type 3 isolate WB707 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10602,0.467930579136012,0.0006602527824938,ARB,Dengue virus 3,Flavivirus
PX461649,PX461649.1,"PX461649.1 Dengue virus type 3 isolate WB695 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10662,0.4686737947852185,0.0,ARB,Dengue virus 3,Flavivirus
PX461648,PX461648.1,"PX461648.1 Dengue virus type 3 isolate WB692 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10660,0.4685741088180112,0.0,ARB,Dengue virus 3,Flavivirus
PX461645,PX461645.1,"PX461645.1 Dengue virus type 3 isolate WB671 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, complete sequence",10704,0.46851644245142,0.0,ARB,Dengue virus 3,Flavivirus
PX461644,PX461644.1,"PX461644.1 Dengue virus type 3 isolate WB670 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10662,0.4686737947852185,0.0,ARB,Dengue virus 3,Flavivirus
PX461643,PX461643.1,"PX461643.1 Dengue virus type 3 isolate WB656 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10589,0.4669940504296911,0.0,ARB,Dengue virus 3,Flavivirus
PX461641,PX461641.1,"PX461641.1 Dengue virus type 2 isolate WB740 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, complete sequence",10720,0.4598880597014925,0.0,ARB,Dengue virus 2,Flavivirus
PX461639,PX461639.1,"PX461639.1 Dengue virus type 2 isolate WB734 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10680,0.4599250936329588,0.0,ARB,Dengue virus 2,Flavivirus
PX461638,PX461638.1,"PX461638.1 Dengue virus type 2 isolate WB726 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10593,0.4605871802133484,0.0,ARB,Dengue virus 2,Flavivirus
PX461637,PX461637.1,"PX461637.1 Dengue virus type 2 isolate WB723 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10676,0.4600037467216186,0.0,ARB,Dengue virus 2,Flavivirus
PX461636,PX461636.1,"PX461636.1 Dengue virus type 2 isolate WB713 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10679,0.4589381028186159,0.0,ARB,Dengue virus 2,Flavivirus
